SOURCE,COMMODITY,COUNTRY,TYPE,UNIT_MEAS,PROD_2023,PROD_EST_ 2024,PROD_NOTES,CAP_2023,CAP_EST_ 2024,CAP_NOTES,RESERVES_2024,RESERVE_NOTES,RESERVES_2024_CLEAN,COUNTRY_CLEAN
MCS2025,Iron and Steel,Germany,Raw steel,million metric tons,35.0,35.0,,,,,,,,Germany
MCS2025,Iron and Steel,India,Raw steel,million metric tons,141.0,150.0,,,,,,,,India
MCS2025,Iron and Steel,Iran,Raw steel,million metric tons,31.0,33.0,,,,,,,,Iran
MCS2025,Iron and Steel,Italy,Raw steel,million metric tons,21.0,21.0,,,,,,,,Italy
MCS2025,Iron and Steel,Japan,Raw steel,million metric tons,87.0,85.0,,,,,,,,Japan
MCS2025,Iron and Steel,"Korea, Republic of",Raw steel,million metric tons,67.0,64.0,,,,,,,,"Korea, Republic of"
MCS2025,Iron and Steel,Mexico,Raw steel,million metric tons,16.0,16.0,,,,,,,,Mexico
MCS2025,Iron and Steel,Russia ,Raw steel,million metric tons,76.0,75.0,,,,,,,,Russia
MCS2025,Iron and Steel,Taiwan,Raw steel,million metric tons,19.0,19.0,,,,,,,,Taiwan
MCS2025,Iron and Steel,Turkey,Raw steel,million metric tons,34.0,32.0,,,,,,,,Turkey
MCS2025,Iron and Steel,Ukraine,Raw steel,million metric tons,6.0,6.0,,,,,,,,Ukraine
MCS2025,Iron and Steel,Vietnam,Raw steel,million metric tons,19.0,19.0,,,,,,,,Vietnam
MCS2025,Iron Ore,United States,"Mine production, usable ore",thousand metric tons,44700.0,48000.0,,,,,3600,"Crude Ore, million metric tons",3600.0,United States
MCS2025,Iron Ore,Australia,"Mine production, usable ore",thousand metric tons,953000.0,930000.0,,,,,58000,"Crude Ore, million metric tons",58000.0,Australia
MCS2025,Iron Ore,Brazil,"Mine production, usable ore",thousand metric tons,445000.0,440000.0,,,,,34000,"Crude Ore, million metric tons",34000.0,Brazil
MCS2025,Iron Ore,Canada ,"Mine production, usable ore",thousand metric tons,59400.0,54000.0,,,,,6000,"Crude Ore, million metric tons",6000.0,Canada
MCS2025,Iron Ore,Chile,"Mine production, usable ore",thousand metric tons,18100.0,18000.0,,,,,,NA  ,,Chile
MCS2025,Iron Ore,China,"Mine production, usable ore",thousand metric tons,278000.0,270000.0,,,,,20000,"Crude Ore, million metric tons",20000.0,China
MCS2025,Iron Ore,India,"Mine production, usable ore",thousand metric tons,278000.0,270000.0,,,,,5500,"Crude Ore, million metric tons",5500.0,India
MCS2025,Iron Ore,Iran,"Mine production, usable ore",thousand metric tons,85400.0,90000.0,estimated 2023,,,,3800,"Crude Ore, million metric tons",3800.0,Iran
MCS2025,Iron Ore,Kazakhstan,"Mine production, usable ore",thousand metric tons,28900.0,30000.0,,,,,2500,"Crude Ore, million metric tons",2500.0,Kazakhstan
MCS2025,Iron Ore,Mauritania,"Mine production, usable ore",thousand metric tons,14100.0,15000.0,,,,,,NA  ,,Mauritania
MCS2025,Iron Ore,Mexico,"Mine production, usable ore",thousand metric tons,8500.0,8000.0,,,,,,NA  ,,Mexico
MCS2025,Iron Ore,Peru,"Mine production, usable ore",thousand metric tons,20900.0,21000.0,,,,,2600,"Crude Ore, million metric tons",2600.0,Peru
MCS2025,Iron Ore,Russia ,"Mine production, usable ore",thousand metric tons,90900.0,91000.0,,,,,35000,"Crude Ore, million metric tons",35000.0,Russia
MCS2025,Iron Ore,South Africa ,"Mine production, usable ore",thousand metric tons,63200.0,66000.0,,,,,930,"Crude Ore, million metric tons",930.0,South Africa
MCS2025,Iron Ore,Sweden,"Mine production, usable ore",thousand metric tons,28900.0,28000.0,,,,,1300,"Crude Ore, million metric tons",1300.0,Sweden
MCS2025,Iron Ore,Turkey,"Mine production, usable ore",thousand metric tons,16800.0,18000.0,,,,,150,"Crude Ore, million metric tons",150.0,Turkey
MCS2025,Iron Ore,Ukraine,"Mine production, usable ore",thousand metric tons,41700.0,42000.0,estimated 2023,,,,6500,"Crude Ore, million metric tons",6500.0,Ukraine
MCS2025,Iron Ore,United States,"Mine production, iron content",thousand metric tons,28200.0,30000.0,,,,,2300,"Iron Content, million metric tons",2300.0,United States
MCS2025,Iron Ore,Australia,"Mine production, iron content",thousand metric tons,589000.0,580000.0,,,,,27000,"Iron Content, million metric tons",27000.0,Australia
MCS2025,Iron Ore,Brazil,"Mine production, iron content",thousand metric tons,280000.0,280000.0,,,,,15000,"Iron Content, million metric tons",15000.0,Brazil
MCS2025,Iron Ore,Canada ,"Mine production, iron content",thousand metric tons,35700.0,32000.0,,,,,2300,"Iron Content, million metric tons",2300.0,Canada
MCS2025,Iron Ore,Chile,"Mine production, iron content",thousand metric tons,11400.0,11000.0,,,,,,NA  ,,Chile
MCS2025,Iron Ore,China,"Mine production, iron content",thousand metric tons,174000.0,170000.0,,,,,6900,"Iron Content, million metric tons",6900.0,China
MCS2025,Iron Ore,India,"Mine production, iron content",thousand metric tons,172000.0,170000.0,,,,,3400,"Iron Content, million metric tons",3400.0,India
MCS2025,Iron Ore,Iran,"Mine production, iron content",thousand metric tons,55900.0,59000.0,estimated 2023,,,,1500,"Iron Content, million metric tons",1500.0,Iran
MCS2025,Iron Ore,Kazakhstan,"Mine production, iron content",thousand metric tons,8890.0,9200.0,,,,,900,"Iron Content, million metric tons",900.0,Kazakhstan
MCS2025,Iron Ore,Mauritania,"Mine production, iron content",thousand metric tons,8790.0,9400.0,,,,,,NA  ,,Mauritania
MCS2025,Iron Ore,Mexico,"Mine production, iron content",thousand metric tons,5350.0,5000.0,,,,,,NA  ,,Mexico
MCS2025,Iron Ore,Peru,"Mine production, iron content",thousand metric tons,14100.0,14000.0,,,,,1500,"Iron Content, million metric tons",1500.0,Peru
MCS2025,Iron Ore,Russia ,"Mine production, iron content",thousand metric tons,53300.0,53000.0,,,,,14000,"Iron Content, million metric tons",14000.0,Russia
MCS2025,Iron Ore,South Africa ,"Mine production, iron content",thousand metric tons,40200.0,42000.0,,,,,590,"Iron Content, million metric tons",590.0,South Africa
MCS2025,Iron Ore,Sweden,"Mine production, iron content",thousand metric tons,20400.0,20000.0,,,,,600,"Iron Content, million metric tons",600.0,Sweden
MCS2025,Iron Ore,Turkey,"Mine production, iron content",thousand metric tons,10100.0,11000.0,,,,,99,"Iron Content, million metric tons",99.0,Turkey
MCS2025,Iron Ore,Ukraine,"Mine production, iron content",thousand metric tons,26100.0,26000.0,estimated 2023,,,,2300,"Iron Content, million metric tons",2300.0,Ukraine
MCS2025,Iron oxide pigments,United States,Mine production,metric tons,,,W for 23-24,,,,,Moderate  ,,United States
MCS2025,Iron oxide pigments,Cyprus,Mine production,metric tons,5000.0,20000.0,,,,,,Moderate  ,,Cyprus
MCS2025,Iron oxide pigments,France,Mine production,metric tons,16000.0,17000.0,,,,,,NA  ,,France
MCS2025,Iron oxide pigments,Germany,Mine production,metric tons,240000.0,250000.0,,,,,,Moderate  ,,Germany
MCS2025,Iron oxide pigments,India,Mine production,metric tons,3200000.0,3300000.0,,,,,37000000,,37000000.0,India
MCS2025,Iron oxide pigments,Italy,Mine production,metric tons,30000.0,31000.0,,,,,,NA  ,,Italy
MCS2025,Iron oxide pigments,Pakistan,Mine production,metric tons,95000.0,100000.0,,,,,,Large,,Pakistan
MCS2025,Iron oxide pigments,Spain,Mine production,metric tons,16000.0,17000.0,,,,,,Large,,Spain
MCS2025,Kyanite and Related Minerals,United States (kyanite),Mine production,metric tons,82400.0,80000.0,,,,,,Large,,United States
MCS2025,Kyanite and Related Minerals,"China (andalusite, crude ore)",Mine production,metric tons,100000.0,100000.0,,,,,5000000,,5000000.0,China
MCS2025,Kyanite and Related Minerals,France (andalusite),Mine production,metric tons,65000.0,60000.0,,,,,,,,France
MCS2025,Kyanite and Related Minerals,India (kyanite and sillimanite),Mine production,metric tons,3560.0,3600.0,,,,,7200000,,7200000.0,India
MCS2025,Kyanite and Related Minerals,Peru (andalusite),Mine production,metric tons,40000.0,40000.0,,,,,,,,Peru
MCS2025,Kyanite and Related Minerals,South Africa (andalusite),Mine production,metric tons,148000.0,150000.0,,,,,,,,South Africa
MCS2025,Lead,United States,"Mine production, lead content",thousand metric tons,270.0,300.0,,,,,4600,,4600.0,United States
MCS2025,Lead,Australia,"Mine production, lead content",thousand metric tons,430.0,430.0,,,,,35000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 10 million tons.",35000.0,Australia
MCS2025,Lead,Bolivia,"Mine production, lead content",thousand metric tons,60.0,60.0,,,,,1600,,1600.0,Bolivia
MCS2025,Lead,China,"Mine production, lead content",thousand metric tons,1960.0,1900.0,,,,,22000,,22000.0,China
MCS2025,Lead,India,"Mine production, lead content",thousand metric tons,226.0,220.0,,,,,1900,,1900.0,India
MCS2025,Lead,Iran,"Mine production, lead content",thousand metric tons,60.0,60.0,estimated 2023,,,,2000,,2000.0,Iran
MCS2025,Lead,Mexico,"Mine production, lead content",thousand metric tons,183.0,180.0,,,,,5600,,5600.0,Mexico
MCS2025,Lead,Peru,"Mine production, lead content",thousand metric tons,273.0,270.0,,,,,5000,,5000.0,Peru
MCS2025,Lead,Russia ,"Mine production, lead content",thousand metric tons,218.0,220.0,estimated 2023,,,,8900,,8900.0,Russia
MCS2025,Lead,Sweden,"Mine production, lead content",thousand metric tons,72.0,70.0,,,,,1700,,1700.0,Sweden
MCS2025,Lead,Tajikistan,"Mine production, lead content",thousand metric tons,39.0,40.0,estimated 2023,,,,,,,Tajikistan
MCS2025,Lead,Turkey,"Mine production, lead content",thousand metric tons,68.0,70.0,estimated 2023,,,,1600,,1600.0,Turkey
MCS2025,Lime,United States,"Plant production, lime",thousand metric tons,16000.0,16000.0,,,,,,,,United States
MCS2025,Lime,Australia,"Plant production, lime",thousand metric tons,1970.0,2000.0,,,,,,,,Australia
MCS2025,Lime,Belgium,"Plant production, lime",thousand metric tons,1040.0,1000.0,,,,,,,,Belgium
MCS2025,Lime,Brazil,"Plant production, lime",thousand metric tons,8100.0,8100.0,,,,,,,,Brazil
MCS2025,Lime,Bulgaria,"Plant production, lime",thousand metric tons,1310.0,1300.0,,,,,,,,Bulgaria
MCS2025,Lime,Canada (shipments),"Plant production, lime",thousand metric tons,1920.0,1900.0,,,,,,,,Canada
MCS2025,Lime,China,"Plant production, lime",thousand metric tons,310000.0,310000.0,,,,,,,,China
MCS2025,Lime,France,"Plant production, lime",thousand metric tons,3500.0,3500.0,,,,,,,,France
MCS2025,Lime,Germany,"Plant production, lime",thousand metric tons,5700.0,5700.0,,,,,,,,Germany
MCS2025,Lime,India,"Plant production, lime",thousand metric tons,17000.0,17000.0,,,,,,,,India
MCS2025,Lime,Iran,"Plant production, lime",thousand metric tons,4000.0,4000.0,,,,,,,,Iran
MCS2025,Lime,Italy,"Plant production, lime",thousand metric tons,2400.0,2400.0,,,,,,,,Italy
MCS2025,Lime,Japan (quicklime only),"Plant production, lime",thousand metric tons,6010.0,6000.0,,,,,,,,Japan
MCS2025,Lime,"Korea, Republic of","Plant production, lime",thousand metric tons,5100.0,5100.0,,,,,,,,"Korea, Republic of"
MCS2025,Lime,Malaysia,"Plant production, lime",thousand metric tons,1500.0,1500.0,,,,,,,,Malaysia
MCS2025,Lime,Poland (hydrated and quicklime),"Plant production, lime",thousand metric tons,1280.0,1300.0,,,,,,,,Poland
MCS2025,Lime,Russia (industrial and construction),"Plant production, lime",thousand metric tons,11400.0,11000.0,,,,,,,,Russia
MCS2025,Lime,South Africa ,"Plant production, lime",thousand metric tons,1100.0,1100.0,,,,,,,,South Africa
MCS2025,Lime,Spain,"Plant production, lime",thousand metric tons,1700.0,1700.0,,,,,,,,Spain
MCS2025,Lime,Turkey,"Plant production, lime",thousand metric tons,4060.0,4100.0,,,,,,,,Turkey
MCS2025,Lime,Ukraine,"Plant production, lime",thousand metric tons,1000.0,1000.0,,,,,,,,Ukraine
MCS2025,Lime,United Kingdom,"Plant production, lime",thousand metric tons,1400.0,1400.0,,,,,,,,United Kingdom
MCS2025,Lithium,United States,"Mine production, lithium content",metric tons,,,W for 23-24,,,,1800000,,1800000.0,United States
MCS2025,Lithium,Argentina,"Mine production, lithium content",metric tons,8630.0,18000.0,,,,,4000000,,4000000.0,Argentina
MCS2025,Lithium,Australia,"Mine production, lithium content",metric tons,91700.0,88000.0,,,,,7000000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 4.8 million tons.",7000000.0,Australia
MCS2025,Lithium,Brazil,"Mine production, lithium content",metric tons,5260.0,10000.0,estimated 2023,,,,390000,,390000.0,Brazil
MCS2025,Lithium,Canada ,"Mine production, lithium content",metric tons,3240.0,4300.0,estimated 2023,,,,1200000,,1200000.0,Canada
MCS2025,Lithium,Chile,"Mine production, lithium content",metric tons,41400.0,49000.0,,,,,9300000,,9300000.0,Chile
MCS2025,Lithium,China,"Mine production, lithium content",metric tons,35700.0,41000.0,estimated 2023,,,,3000000,,3000000.0,China
MCS2025,Lithium,Namibia,"Mine production, lithium content",metric tons,2700.0,2700.0,estimated 2023,,,,14000,,14000.0,Namibia
MCS2025,Lithium,Portugal,"Mine production, lithium content",metric tons,380.0,380.0,estimated 2023,,,,60000,,60000.0,Portugal
MCS2025,Lithium,Zimbabwe,"Mine production, lithium content",metric tons,14900.0,22000.0,estimated 2023,,,,480000,,480000.0,Zimbabwe
MCS2025,Magnesium Compounds,United States,"Mine production, magnesite - gross weight",thousand metric tons,,,W for 23-24,,,,35000,,35000.0,United States
MCS2025,Magnesium Compounds,Australia,"Mine production, magnesite - gross weight",thousand metric tons,500.0,490.0,,,,,280000,,280000.0,Australia
MCS2025,Magnesium Compounds,Austria,"Mine production, magnesite - gross weight",thousand metric tons,771.0,760.0,,,,,49000,,49000.0,Austria
MCS2025,Magnesium Compounds,Brazil,"Mine production, magnesite - gross weight",thousand metric tons,1800.0,1800.0,,,,,200000,,200000.0,Brazil
MCS2025,Magnesium Compounds,Canada ,"Mine production, magnesite - gross weight",thousand metric tons,150.0,150.0,,,,,,,,Canada
MCS2025,Magnesium Compounds,China,"Mine production, magnesite - gross weight",thousand metric tons,13000.0,13000.0,,,,,680000,,680000.0,China
MCS2025,Magnesium Compounds,Greece,"Mine production, magnesite - gross weight",thousand metric tons,393.0,390.0,,,,,280000,,280000.0,Greece
MCS2025,Magnesium Compounds,India,"Mine production, magnesite - gross weight",thousand metric tons,123.0,160.0,reported,,,,66000,,66000.0,India
MCS2025,Magnesium Compounds,Iran,"Mine production, magnesite - gross weight",thousand metric tons,216.0,210.0,,,,,10000,,10000.0,Iran
MCS2025,Magnesium Compounds,Russia ,"Mine production, magnesite - gross weight",thousand metric tons,2500.0,2500.0,,,,,2300000,,2300000.0,Russia
MCS2025,Magnesium Compounds,Slovakia,"Mine production, magnesite - gross weight",thousand metric tons,391.0,380.0,reported,,,,1200000,,1200000.0,Slovakia
MCS2025,Magnesium Compounds,Spain,"Mine production, magnesite - gross weight",thousand metric tons,680.0,670.0,,,,,35000,,35000.0,Spain
MCS2025,Magnesium Compounds,Turkey,"Mine production, magnesite - gross weight",thousand metric tons,1330.0,1300.0,reported,,,,110000,,110000.0,Turkey
MCS2025,Magnesium metal,United States,Magnesium smelter production,thousand metric tons,,,,,64.0,reported,64,Moved to capacity column not a reserve,64.0,United States
MCS2025,Magnesium metal,Brazil,Magnesium smelter production,thousand metric tons,20.0,20.0,,,22.0,,22,,22.0,Brazil
MCS2025,Magnesium metal,China,Magnesium smelter production,thousand metric tons,805.0,950.0,reported,,1800.0,,1800,,1800.0,China
MCS2025,Magnesium metal,Iran,Magnesium smelter production,thousand metric tons,5.0,5.0,,,6.0,,6,,6.0,Iran
MCS2025,Magnesium metal,Israel,Magnesium smelter production,thousand metric tons,17.0,20.0,reported,,34.0,reported,34,,34.0,Israel
MCS2025,Magnesium metal,Kazakhstan,Magnesium smelter production,thousand metric tons,22.0,20.0,,,30.0,,30,,30.0,Kazakhstan
MCS2025,Magnesium metal,Russia ,Magnesium smelter production,thousand metric tons,18.0,15.0,,,81.0,,81,,81.0,Russia
MCS2025,Magnesium metal,Turkey,Magnesium smelter production,thousand metric tons,13.0,15.0,,,15.0,reported,15,,15.0,Turkey
MCS2025,Manganese,United States,"Mine production, manganese content",thousand metric tons,,,,,,,,Gross weight for reserves data,,United States
MCS2025,Manganese,Australia,"Mine production, manganese content",thousand metric tons,2860.0,2800.0,,,,,500000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 110 million tons.",500000.0,Australia
MCS2025,Manganese,Brazil,"Mine production, manganese content",thousand metric tons,580.0,590.0,estimated 2023,,,,270000, ,270000.0,Brazil
MCS2025,Manganese,China,"Mine production, manganese content",thousand metric tons,767.0,770.0,,,,,280000,,280000.0,China
MCS2025,Manganese,Côte d’Ivoire,"Mine production, manganese content",thousand metric tons,357.0,360.0,,,,,,,,Côte d’Ivoire
MCS2025,Manganese,Gabon,"Mine production, manganese content",thousand metric tons,4490.0,4600.0,estimated 2023,,,,61000,,61000.0,Gabon
MCS2025,Manganese,Ghana,"Mine production, manganese content",thousand metric tons,818.0,820.0,,,,,13000,,13000.0,Ghana
MCS2025,Manganese,India,"Mine production, manganese content",thousand metric tons,744.0,800.0,,,,,34000,,34000.0,India
MCS2025,Manganese,Malaysia,"Mine production, manganese content",thousand metric tons,410.0,410.0,,,,,,,,Malaysia
MCS2025,Manganese,South Africa ,"Mine production, manganese content",thousand metric tons,7300.0,7400.0,,,,,560000,,560000.0,South Africa
MCS2025,Mercury,United States,"Mine production, mercury content",metric tons,,,na,,,,,,,United States
MCS2025,Mercury,China,"Mine production, mercury content",metric tons,1000.0,1000.0,,,,,,,,China
MCS2025,Mercury,Kyrgyzstan,"Mine production, mercury content",metric tons,6.0,6.0,,,,,,,,Kyrgyzstan
MCS2025,Mercury,Morocco,"Mine production, mercury content",metric tons,2.0,2.0,,,,,,,,Morocco
MCS2025,Mercury,Norway,"Mine production, mercury content",metric tons,20.0,20.0,,,,,,,,Norway
MCS2025,Mercury,Peru (exports),"Mine production, mercury content",metric tons,,30.0,na for 2023,,,,,,,Peru
MCS2025,Mercury,Tajikistan,"Mine production, mercury content",metric tons,100.0,100.0,,,,,,,,Tajikistan
MCS2025,Mica (Natural),United States,"Mine production, mica scrap and flake",metric tons,42000.0,38000.0,,,,,,Large,,United States
MCS2025,Mica (Natural),Canada ,"Mine production, mica scrap and flake",metric tons,15000.0,15000.0,,,,,,Large,,Canada
MCS2025,Mica (Natural),China,"Mine production, mica scrap and flake",metric tons,80000.0,85000.0,,,,,1100000,,1100000.0,China
MCS2025,Mica (Natural),Finland,"Mine production, mica scrap and flake",metric tons,58200.0,60000.0,reported,,,,,Large,,Finland
MCS2025,Mica (Natural),France,"Mine production, mica scrap and flake",metric tons,15000.0,10000.0,,,,,,Large,,France
MCS2025,Mica (Natural),India,"Mine production, mica scrap and flake",metric tons,14000.0,14000.0,,,,,,Large,,India
MCS2025,Mica (Natural),"Korea, Republic of","Mine production, mica scrap and flake",metric tons,10200.0,12000.0,reported,,,,11000000,,11000000.0,"Korea, Republic of"
MCS2025,Mica (Natural),Madagascar,"Mine production, mica scrap and flake",metric tons,35000.0,50000.0,,,,,,Large,,Madagascar
MCS2025,Mica (Natural),Turkey,"Mine production, mica scrap and flake",metric tons,6070.0,4000.0,reported,,,,620000,,620000.0,Turkey
MCS2025,Mica (Natural),United States,"Mine production, mica sheet",metric tons,,,,,,,,Very small,,United States
MCS2025,Mica (Natural),Canada ,"Mine production, mica sheet",metric tons,,,,,,,,,,Canada
MCS2025,Mica (Natural),China,"Mine production, mica sheet",metric tons,,,,,,,75000,,75000.0,China
MCS2025,Mica (Natural),Finland,"Mine production, mica sheet",metric tons,,,,,,,,,,Finland
MCS2025,Mica (Natural),France,"Mine production, mica sheet",metric tons,,,,,,,,,,France
MCS2025,Mica (Natural),India,"Mine production, mica sheet",metric tons,1000.0,1000.0,,,,,110000,,110000.0,India
MCS2025,Mica (Natural),"Korea, Republic of","Mine production, mica sheet",metric tons,,,,,,,,,,"Korea, Republic of"
MCS2025,Mica (Natural),Madagascar,"Mine production, mica sheet",metric tons,,,,,,,,,,Madagascar
MCS2025,Mica (Natural),Turkey,"Mine production, mica sheet",metric tons,,,,,,,,,,Turkey
MCS2025,Molybdenum,United States,"Mine production, molybdenum content",metric tons,34000.0,33000.0,,,,,3500, (Reserve data is thousand metric tons).,3500.0,United States
MCS2025,Molybdenum,Argentina,"Mine production, molybdenum content",metric tons,,,,,,,100,,100.0,Argentina
MCS2025,Molybdenum,Armenia,"Mine production, molybdenum content",metric tons,7600.0,8000.0,estimated 2023,,,,150,,150.0,Armenia
MCS2025,Molybdenum,Australia,"Mine production, molybdenum content",metric tons,660.0,1000.0,,,,,690,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 250,000 tons.",690.0,Australia
MCS2025,Molybdenum,Canada ,"Mine production, molybdenum content",metric tons,1150.0,1200.0,,,,,64,,64.0,Canada
MCS2025,Molybdenum,Chile,"Mine production, molybdenum content",metric tons,44100.0,38000.0,,,,,1400,,1400.0,Chile
MCS2025,Molybdenum,China,"Mine production, molybdenum content",metric tons,96000.0,110000.0,estimated 2023,,,,5900,,5900.0,China
MCS2025,Molybdenum,Iran,"Mine production, molybdenum content",metric tons,2500.0,3000.0,estimated 2023,,,,43,,43.0,Iran
MCS2025,Molybdenum,Kazakhstan,"Mine production, molybdenum content",metric tons,3730.0,3900.0,,,,,7,,7.0,Kazakhstan
MCS2025,Molybdenum,"Korea, North","Mine production, molybdenum content",metric tons,400.0,700.0,estimated 2023,,,,,NA (Reserve data is thousand metric tons).,,"Korea, North"
MCS2025,Molybdenum,"Korea, Republic of","Mine production, molybdenum content",metric tons,339.0,300.0,,,,,8,,8.0,"Korea, Republic of"
MCS2025,Molybdenum,Mexico,"Mine production, molybdenum content",metric tons,17500.0,17000.0,,,,,130,,130.0,Mexico
MCS2025,Molybdenum,Mongolia,"Mine production, molybdenum content",metric tons,3160.0,3100.0,,,,,10, (Reserve data is thousand metric tons).,10.0,Mongolia
MCS2025,Molybdenum,Peru,"Mine production, molybdenum content",metric tons,33500.0,41000.0,,,,,1900,,1900.0,Peru
MCS2025,Molybdenum,Russia ,"Mine production, molybdenum content",metric tons,1700.0,1700.0,estimated 2023,,,,1100,,1100.0,Russia
MCS2025,Molybdenum,Uzbekistan,"Mine production, molybdenum content",metric tons,1700.0,1700.0,estimated 2023,,,,21,,21.0,Uzbekistan
MCS2025,Nickel,United States,"Mine production, nickel content",metric tons,16400.0,8000.0,,,,,310000,Includes reserve data for three projects. An additional three domestic projects have defined resources but have not yet defined reserves.,310000.0,United States
MCS2025,Nickel,Australia,"Mine production, nickel content",metric tons,149000.0,110000.0,,,,,24000000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 8.6 million tons.",24000000.0,Australia
MCS2025,Nickel,Brazil,"Mine production, nickel content",metric tons,82700.0,77000.0,,,,,16000000,,16000000.0,Brazil
MCS2025,Nickel,Canada ,"Mine production, nickel content",metric tons,159000.0,190000.0,,,,,2200000,,2200000.0,Canada
MCS2025,Nickel,China,"Mine production, nickel content",metric tons,117000.0,120000.0,estimated 2023,,,,4400000,,4400000.0,China
MCS2025,Nickel,Indonesia,"Mine production, nickel content",metric tons,2030000.0,2200000.0,,,,,55000000,,55000000.0,Indonesia
MCS2025,Nickel,New Caledonia,"Mine production, nickel content",metric tons,231000.0,110000.0,,,,,7100000,,7100000.0,New Caledonia
MCS2025,Nickel,Philippines,"Mine production, nickel content",metric tons,413000.0,330000.0,estimated 2023,,,,4800000,,4800000.0,Philippines
MCS2025,Nickel,Russia ,"Mine production, nickel content",metric tons,210000.0,210000.0,,,,,8300000,,8300000.0,Russia
MCS2025,Niobium,United States,"Mine production, niobium content",metric tons,,,,,,,210000,,210000.0,United States
MCS2025,Niobium,Brazil,"Mine production, niobium content",metric tons,102000.0,100000.0,,,,,16000000,,16000000.0,Brazil
MCS2025,Niobium,Canada ,"Mine production, niobium content",metric tons,6700.0,7100.0,,,,,1600000,,1600000.0,Canada
MCS2025,Niobium,Congo (Kinshasa),"Mine production, niobium content",metric tons,740.0,700.0,,,,,,,,Democratic Republic of the Congo
MCS2025,Niobium,Russia ,"Mine production, niobium content",metric tons,353.0,350.0,,,,,,,,Russia
MCS2025,Niobium,Rwanda,"Mine production, niobium content",metric tons,210.0,200.0,,,,,,,,Rwanda
MCS2025,Nitrogen(fixed) - Ammonia,United States,"Plant production, nitrogen content",thousand metric tons,13800.0,14000.0,,,,,,,,United States
MCS2025,Nitrogen(fixed) - Ammonia,Algeria,"Plant production, nitrogen content",thousand metric tons,2000.0,2000.0,,,,,,,,Algeria
MCS2025,Nitrogen(fixed) - Ammonia,Australia,"Plant production, nitrogen content",thousand metric tons,1300.0,1300.0,,,,,,,,Australia
MCS2025,Nitrogen(fixed) - Ammonia,Canada ,"Plant production, nitrogen content",thousand metric tons,3600.0,3600.0,,,,,,,,Canada
MCS2025,Nitrogen(fixed) - Ammonia,China,"Plant production, nitrogen content",thousand metric tons,47000.0,47000.0,,,,,,,,China
MCS2025,Nitrogen(fixed) - Ammonia,Egypt,"Plant production, nitrogen content",thousand metric tons,4500.0,5000.0,,,,,,,,Egypt
MCS2025,Nitrogen(fixed) - Ammonia,Germany,"Plant production, nitrogen content",thousand metric tons,1720.0,1700.0,,,,,,,,Germany
MCS2025,Nitrogen(fixed) - Ammonia,India,"Plant production, nitrogen content",thousand metric tons,15300.0,15000.0,,,,,,,,India
MCS2025,Nitrogen(fixed) - Ammonia,Indonesia,"Plant production, nitrogen content",thousand metric tons,5800.0,6000.0,,,,,,,,Indonesia
MCS2025,Nitrogen(fixed) - Ammonia,Iran,"Plant production, nitrogen content",thousand metric tons,4200.0,4200.0,,,,,,,,Iran
MCS2025,Nitrogen(fixed) - Ammonia,Malaysia,"Plant production, nitrogen content",thousand metric tons,1400.0,1400.0,,,,,,,,Malaysia
MCS2025,Nitrogen(fixed) - Ammonia,Netherlands,"Plant production, nitrogen content",thousand metric tons,2000.0,2000.0,,,,,,,,Netherlands
MCS2025,Nitrogen(fixed) - Ammonia,Nigeria,"Plant production, nitrogen content",thousand metric tons,1700.0,1700.0,,,,,,,,Nigeria
MCS2025,Nitrogen(fixed) - Ammonia,Oman,"Plant production, nitrogen content",thousand metric tons,2000.0,2000.0,,,,,,,,Oman
MCS2025,Nitrogen(fixed) - Ammonia,Pakistan,"Plant production, nitrogen content",thousand metric tons,3500.0,3500.0,,,,,,,,Pakistan
MCS2025,Nitrogen(fixed) - Ammonia,Poland,"Plant production, nitrogen content",thousand metric tons,1560.0,1600.0,,,,,,,,Poland
MCS2025,Nitrogen(fixed) - Ammonia,Qatar,"Plant production, nitrogen content",thousand metric tons,3050.0,3100.0,,,,,,,,Qatar
MCS2025,Nitrogen(fixed) - Ammonia,Russia ,"Plant production, nitrogen content",thousand metric tons,14000.0,14000.0,,,,,,,,Russia
MCS2025,Nitrogen(fixed) - Ammonia,Saudi Arabia,"Plant production, nitrogen content",thousand metric tons,5400.0,5400.0,,,,,,,,Saudi Arabia
MCS2025,Nitrogen(fixed) - Ammonia,Trinidad and Tobago,"Plant production, nitrogen content",thousand metric tons,3220.0,3200.0,,,,,,,,Trinidad and Tobago
MCS2025,Nitrogen(fixed) - Ammonia,Uzbekistan,"Plant production, nitrogen content",thousand metric tons,1300.0,1300.0,,,,,,,,Uzbekistan
MCS2025,Nitrogen(fixed) - Ammonia,Vietnam,"Plant production, nitrogen content",thousand metric tons,1440.0,1400.0,,,,,,,,Vietnam
MCS2025,Peat,United States,Mine production,thousand metric tons,310.0,330.0,estimated 2023,,,,150000,,150000.0,United States
